frame,file,gt_x,gt_y,target_x,error_x,jump_px,steering,latency_ms,lane_confident,obstacle,decision,case
15,11_141_78b337f4-90ab-11f1-b0cc-488f4cdfb482.jpg,11,141,16,5,0,-0.72886,23.400,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
16,7_132_7a17d38e-90ab-11f1-b0cc-488f4cdfb482.jpg,7,132,16,9,0,-0.78535,23.629,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
17,23_130_7b5640dc-90ab-11f1-b0cc-488f4cdfb482.jpg,23,130,16,7,0,-0.83345,24.402,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
18,23_130_7c220140-90ab-11f1-b0cc-488f4cdfb482.jpg,23,130,16,7,0,-0.85569,24.381,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
19,23_130_7cf6cefc-90ab-11f1-b0cc-488f4cdfb482.jpg,23,130,16,7,0,-0.85714,23.260,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
20,21_125_7f6b8272-90ab-11f1-b0cc-488f4cdfb482.jpg,21,125,16,5,0,-0.85714,24.260,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
21,21_125_803a6ace-90ab-11f1-b0cc-488f4cdfb482.jpg,21,125,22,1,6,-0.84621,24.585,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
22,21_125_80fa42cc-90ab-11f1-b0cc-488f4cdfb482.jpg,21,125,26,5,4,-0.82908,23.000,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
23,21_125_8229287a-90ab-11f1-b0cc-488f4cdfb482.jpg,21,125,28,7,2,-0.81013,21.765,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
24,21_125_83266b16-90ab-11f1-b0cc-488f4cdfb482.jpg,21,125,27,6,1,-0.79519,21.130,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
25,21_125_83ed63ba-90ab-11f1-b0cc-488f4cdfb482.jpg,21,125,25,4,2,-0.78590,22.600,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
26,21_125_84bdacbe-90ab-11f1-b0cc-488f4cdfb482.jpg,21,125,50,29,25,-0.73269,23.548,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
27,87_152_867053b8-90ab-11f1-b0cc-488f4cdfb482.jpg,87,152,48,39,2,-0.68932,21.735,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
28,87_161_87a49dfc-90ab-11f1-b0cc-488f4cdfb482.jpg,87,161,45,42,3,-0.66053,21.600,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
29,78_161_88c16030-90ab-11f1-b0cc-488f4cdfb482.jpg,78,161,51,27,6,-0.62719,23.748,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
30,78_161_8963bd26-90ab-11f1-b0cc-488f4cdfb482.jpg,78,161,43,35,8,-0.61407,22.119,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
31,66_167_8b4e43fe-90ab-11f1-b0cc-488f4cdfb482.jpg,66,167,33,33,10,-0.62136,23.005,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
32,66_167_8c0568ae-90ab-11f1-b0cc-488f4cdfb482.jpg,66,167,17,49,16,-0.65780,21.695,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
33,57_176_8cef662a-90ab-11f1-b0cc-488f4cdfb482.jpg,57,176,16,41,1,-0.70827,22.982,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
34,50_175_8dde9b1e-90ab-11f1-b0cc-488f4cdfb482.jpg,50,175,16,34,0,-0.75146,22.323,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
35,0_137_8ec04f50-90ab-11f1-b0cc-488f4cdfb482.jpg,0,137,16,16,0,-0.78717,24.429,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
36,0_137_8fa2f6de-90ab-11f1-b0cc-488f4cdfb482.jpg,0,137,16,16,0,-0.82088,24.045,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
37,0_137_907d324a-90ab-11f1-b0cc-488f4cdfb482.jpg,0,137,16,16,0,-0.84384,23.618,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
38,2_131_91c8b80e-90ab-11f1-b0cc-488f4cdfb482.jpg,2,131,16,14,0,-0.85641,24.674,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
39,2_131_929b170e-90ab-11f1-b0cc-488f4cdfb482.jpg,2,131,16,14,0,-0.85714,22.930,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
40,-1_120_94044aac-90ab-11f1-b0cc-488f4cdfb482.jpg,-1,120,16,17,0,-0.85714,24.228,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
41,32_145_956ae220-90ab-11f1-b0cc-488f4cdfb482.jpg,32,145,16,16,0,-0.85714,25.641,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
42,37_147_968283c0-90ab-11f1-b0cc-488f4cdfb482.jpg,37,147,16,21,0,-0.85714,30.630,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
43,37_147_975c1d88-90ab-11f1-b0cc-488f4cdfb482.jpg,37,147,23,14,7,-0.84439,25.702,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
44,43_149_98245320-90ab-11f1-b0cc-488f4cdfb482.jpg,43,149,24,19,1,-0.83109,26.105,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
45,49_153_99763194-90ab-11f1-b0cc-488f4cdfb482.jpg,49,153,34,15,10,-0.80102,29.279,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
46,49_153_9a28949c-90ab-11f1-b0cc-488f4cdfb482.jpg,49,153,39,10,5,-0.76512,26.668,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
47,49_153_9adb3e94-90ab-11f1-b0cc-488f4cdfb482.jpg,49,153,67,18,28,-0.68240,25.717,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
48,49_153_9b94e970-90ab-11f1-b0cc-488f4cdfb482.jpg,49,153,39,10,28,-0.65999,27.163,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
49,49_153_9c2e709a-90ab-11f1-b0cc-488f4cdfb482.jpg,49,153,58,9,19,-0.60714,26.653,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
50,49_153_9cc7cf60-90ab-11f1-b0cc-488f4cdfb482.jpg,49,153,30,19,28,-0.61680,24.632,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
51,3_129_9e43af8a-90ab-11f1-b0cc-488f4cdfb482.jpg,3,129,16,13,14,-0.65379,25.743,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
52,3_129_9ee8c3da-90ab-11f1-b0cc-488f4cdfb482.jpg,3,129,20,17,4,-0.68750,23.537,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
53,3_129_9fe760de-90ab-11f1-b0cc-488f4cdfb482.jpg,3,129,16,13,4,-0.72868,25.019,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
54,3_129_a08f5848-90ab-11f1-b0cc-488f4cdfb482.jpg,3,129,20,17,4,-0.77369,24.676,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
55,3_129_a1bb8a0c-90ab-11f1-b0cc-488f4cdfb482.jpg,3,129,33,30,13,-0.77114,26.348,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
56,43_134_a2f1bf5e-90ab-11f1-b0cc-488f4cdfb482.jpg,43,134,61,18,28,-0.72686,26.897,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
57,43_134_a3aa411e-90ab-11f1-b0cc-488f4cdfb482.jpg,43,134,33,10,28,-0.71884,28.508,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
58,43_134_a471b258-90ab-11f1-b0cc-488f4cdfb482.jpg,43,134,31,12,2,-0.70736,26.428,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
59,13_125_a601b97e-90ab-11f1-b0cc-488f4cdfb482.jpg,13,125,53,40,22,-0.66071,26.159,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
60,13_125_a6b8583c-90ab-11f1-b0cc-488f4cdfb482.jpg,13,125,72,59,19,-0.58327,27.435,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
61,13_125_a77bab52-90ab-11f1-b0cc-488f4cdfb482.jpg,13,125,44,31,28,-0.56924,27.419,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
62,13_125_a819c56c-90ab-11f1-b0cc-488f4cdfb482.jpg,13,125,72,59,28,-0.51567,25.793,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
63,13_125_a98ed252-90ab-11f1-b0cc-488f4cdfb482.jpg,13,125,100,87,28,-0.43349,26.515,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
64,13_125_a9d09b88-90ab-11f1-b0cc-488f4cdfb482.jpg,13,125,72,59,28,-0.39413,27.713,1,0,follow:active_lane,lane:tracked_pair:curve|follow:active_lane
65,13_125_abb1134c-90ab-11f1-b0cc-488f4cdfb482.jpg,13,125,100,87,28,-0.30977,30.155,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
66,78_151_ac43efe6-90ab-11f1-b0cc-488f4cdfb482.jpg,78,151,77,1,23,-0.29191,30.516,1,0,follow:active_lane,lane:tracked_pair:curve|follow:active_lane
67,91_156_ae40ed6c-90ab-11f1-b0cc-488f4cdfb482.jpg,91,156,68,23,9,-0.30521,27.347,1,0,follow:active_lane,lane:tracked_pair:curve|follow:active_lane
68,83_152_afbbf4e8-90ab-11f1-b0cc-488f4cdfb482.jpg,83,152,40,43,28,-0.35350,25.523,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
69,83_152_b0651f14-90ab-11f1-b0cc-488f4cdfb482.jpg,83,152,67,16,27,-0.36716,26.668,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
70,57_139_b1722190-90ab-11f1-b0cc-488f4cdfb482.jpg,57,139,39,18,28,-0.44625,27.343,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
71,53_139_b2522ef2-90ab-11f1-b0cc-488f4cdfb482.jpg,53,139,26,27,13,-0.52259,27.082,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
72,53_139_b2f9291e-90ab-11f1-b0cc-488f4cdfb482.jpg,53,139,47,6,21,-0.56760,24.235,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
73,42_137_b3bd569a-90ab-11f1-b0cc-488f4cdfb482.jpg,42,137,23,19,24,-0.63411,24.842,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
74,21_129_b4d91d70-90ab-11f1-b0cc-488f4cdfb482.jpg,21,129,32,11,9,-0.66946,25.752,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
75,13_130_b5ad7f16-90ab-11f1-b0cc-488f4cdfb482.jpg,13,130,31,18,1,-0.68477,28.439,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
76,13_129_b6c58e2a-90ab-11f1-b0cc-488f4cdfb482.jpg,13,129,43,30,12,-0.69133,26.477,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
77,13_129_b77d6c2a-90ab-11f1-b0cc-488f4cdfb482.jpg,13,129,30,17,13,-0.70190,33.105,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
78,13_129_b83dbb10-90ab-11f1-b0cc-488f4cdfb482.jpg,13,129,41,28,11,-0.68367,26.870,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
79,13_129_b9136f94-90ab-11f1-b0cc-488f4cdfb482.jpg,13,129,69,56,28,-0.62864,27.994,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
80,35_128_ba8ad7a4-90ab-11f1-b0cc-488f4cdfb482.jpg,35,128,41,6,28,-0.61552,35.523,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
81,35_128_bb44b886-90ab-11f1-b0cc-488f4cdfb482.jpg,35,128,16,19,25,-0.65616,34.113,1,0,follow:active_lane,lane:tracked_pair:curve|follow:active_lane
82,63_171_bd52ea80-90ab-11f1-b0cc-488f4cdfb482.jpg,63,171,44,19,28,-0.64231,29.494,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
83,55_175_be64259c-90ab-11f1-b0cc-488f4cdfb482.jpg,55,175,56,1,12,-0.61552,30.090,1,0,follow:active_lane,lane:tracked_pair:curve|follow:active_lane
84,23_170_bf4d2724-90ab-11f1-b0cc-488f4cdfb482.jpg,23,170,81,58,25,-0.53845,31.995,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
85,17_165_c0396a1c-90ab-11f1-b0cc-488f4cdfb482.jpg,17,165,53,36,28,-0.52770,32.133,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
86,17_165_c0e4ce5c-90ab-11f1-b0cc-488f4cdfb482.jpg,17,165,25,8,28,-0.58546,29.505,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
87,17_165_c19b2936-90ab-11f1-b0cc-488f4cdfb482.jpg,17,165,26,9,1,-0.61808,31.785,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
88,17_131_c2bd96b4-90ab-11f1-b0cc-488f4cdfb482.jpg,17,131,16,1,10,-0.65251,28.935,1,0,follow:active_lane,lane:tracked_pair:curve|follow:active_lane
89,10_132_c3f2e016-90ab-11f1-b0cc-488f4cdfb482.jpg,10,132,24,14,8,-0.68768,34.249,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
90,10_132_c4ac1874-90ab-11f1-b0cc-488f4cdfb482.jpg,10,132,52,42,28,-0.67474,28.070,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
91,10_132_c573b85c-90ab-11f1-b0cc-488f4cdfb482.jpg,10,132,80,70,28,-0.62372,29.450,1,0,follow:active_lane,lane:nearest_corridor:curve|follow:active_lane
